generation rock paper scissors lizzard spock
858 31877 67104 51605 9410 204
859 31762 65614 53350 9274 200
860 31680 64119 55089 9107 205
861 31653 62592 56792 8955 208
862 31811 60883 58532 8758 216
863 32027 59159 60278 8518 218
864 32395 57338 62034 8209 224
865 32708 55679 63599 7987 227
866 33072 54000 65174 7715 239
867 33561 52349 66597 7446 247
868 34251 50707 67808 7179 255
869 34871 49228 69002 6829 270
870 35560 47781 70021 6554 284
871 36311 46374 70995 6227 293
872 37207 45035 71732 5921 305
873 38179 43656 72445 5604 316
874 39222 42381 72983 5296 318
875 40440 41122 73303 5007 328
876 41572 39922 73642 4718 346
877 43025 38707 73667 4431 370
878 44332 37694 73620 4168 386
879 45750 36866 73295 3883 406
880 47123 36081 72920 3644 432
881 48545 35285 72483 3432 455
882 50170 34483 71833 3224 490
883 51674 33894 71061 3041 530
884 53300 33445 70072 2823 560
885 54955 33019 69023 2609 594
886 56707 32622 67815 2433 623
887 58449 32299 66518 2260 674
888 60119 32032 65210 2106 733
889 61794 31922 63736 1958 790
890 63376 31872 62281 1832 839
891 64981 31857 60729 1713 920
892 66511 31976 59126 1584 1003
893 67960 32113 57572 1485 1070
894 69344 32392 55944 1362 1158
895 70537 32752 54381 1272 1258
896 71597 33125 52910 1206 1362
897 72677 33648 51308 1112 1455
898 73497 34395 49741 1003 1564
899 74244 35125 48235 929 1667
900 74879 35838 46846 877 1760
901 75363 36711 45408 821 1897
902 75892 37542 43943 793 2030
903 76152 38590 42565 735 2158
904 76314 39633 41275 691 2287
905 76251 40858 40030 634 2427
906 76131 42055 38843 603 2568
907 75675 43361 37881 563 2720
908 75185 44713 36883 541 2878
909 74555 46111 35990 525 3019
910 73819 47649 35031 510 3191
911 72746 49222 34390 484 3358
912 71672 50915 33637 459 3517
913 70517 52598 33018 440 3627
914 69318 54149 32511 434 3788
915 67807 55896 32164 413 3920
916 66372 57577 31852 398 4001
917 64927 59133 31626 394 4120
918 63408 60719 31471 385 4217
919 61763 62270 31472 370 4325
920 60127 63859 31437 361 4416
921 58391 65604 31373 348 4484
922 56646 67185 31433 350 4586
923 54861 68697 31677 344 4621
924 53100 70132 31981 338 4649
925 51432 71313 32419 337 4699
926 49782 72463 32895 333 4727
927 48136 73589 33428 331 4716
928 46436 74565 34126 349 4724
929 44811 75418 34889 358 4724
930 43326 76222 35589 366 4697
931 41814 76903 36399 379 4705
932 40340 77482 37290 378 4710
933 39019 77852 38285 383 4661
934 37735 78091 39324 402 4648
935 36537 78104 40511 406 4642
936 35470 77921 41735 413 4661
937 34523 77594 42995 410 4678
938 33548 77263 44296 406 4687
939 32631 76808 45682 401 4678
940 31722 76140 47230 403 4705
941 30914 75437 48680 416 4753
942 30206 74707 50096 404 4787
943 29480 73772 51706 407 4835
944 28938 72681 53324 410 4847
945 28485 71470 54940 404 4901
946 28066 70136 56642 406 4950
947 27588 68820 58347 395 5050
948 27305 67391 59991 393 5120
949 27091 65899 61590 392 5228
950 26969 64363 63134 391 5343
951 26907 62831 64652 383 5427
952 26807 61237 66200 373 5583
953 26855 59649 67650 374 5672
954 27063 57946 68978 364 5849
955 27131 56423 70309 358 5979
956 27325 54766 71618 345 6146
957 27590 53139 72738 331 6402
958 27979 51426 73801 316 6678
959 28386 49805 74763 305 6941
960 28761 48331 75544 305 7259
961 29294 46784 76198 297 7627
962 29791 45381 76840 271 7917
963 30420 43985 77251 265 8279
964 31059 42687 77485 248 8721
965 31785 41438 77576 236 9165
966 32518 40153 77636 218 9675
967 33128 39096 77482 211 10283
968 33903 37969 77234 201 10893
969 34700 37066 76769 193 11472
970 35496 36257 76115 181 12151
971 36235 35426 75404 164 12971
972 37057 34658 74638 157 13690
973 37752 34120 73589 152 14587
974 38422 33656 72505 150 15467
975 39025 33249 71319 137 16470
976 39641 32932 70078 129 17420
977 40168 32610 68730 124 18568
978 40546 32417 67375 122 19740
979 40932 32251 65891 117 21009
980 41238 32246 64402 107 22207
981 41498 32409 62749 99 23445
982 41689 32522 61206 98 24685
983 41684 32676 59613 90 26137
984 41807 32857 57934 84 27518
985 41649 33170 56281 86 29014
986 41398 33618 54667 89 30428
987 41078 34123 53067 89 31843
988 40680 34644 51451 91 33334
989 40148 35366 49874 88 34724
990 39472 36068 48373 87 36200
991 38757 36903 46857 85 37598
992 37801 37847 45516 86 38950
993 36837 38816 44214 84 40249
994 35757 39903 42942 79 41519
995 34629 40971 41778 82 42740
996 33560 42137 40702 81 43720
997 32288 43438 39648 77 44749
998 31085 44653 38520 78 45864
999 29788 46099 37597 73 46643
1000 28564 47408 36898 79 47251
1001 27322 48880 36034 81 47883
1002 26010 50471 35427 90 48202
1003 24775 52066 34818 91 48450
1004 23576 53671 34314 92 48547
1005 22392 55252 33744 95 48717
1006 21132 56843 33440 95 48690
1007 19955 58438 33178 103 48526
1008 18842 59853 32899 108 48498
1009 17722 61397 32775 114 48192
1010 16691 62906 32696 124 47783
1011 15735 64435 32676 135 47219
1012 14779 65948 32655 144 46674
1013 13906 67388 32830 154 45922
1014 13084 68755 33113 169 45079
1015 12292 70149 33367 184 44208
1016 11518 71377 33784 194 43327
1017 10740 72407 34323 209 42521
1018 10109 73374 34883 223 41611
1019 9453 74130 35555 241 40821
1020 8863 74987 36221 252 39877
1021 8317 75720 36979 266 38918
1022 7857 76295 37789 268 37991
1023 7387 76802 38788 282 36941
1024 6993 76978 39880 295 36054
1025 6644 77113 40912 302 35229
1026 6329 77111 42083 319 34358
1027 6016 76914 43363 329 33578
1028 5729 76647 44627 355 32842
1029 5483 76103 45993 374 32247
1030 5224 75518 47446 390 31622
1031 5000 74832 48903 417 31048
1032 4813 73935 50340 444 30668
1033 4625 73087 51726 465 30297
1034 4446 72061 53288 494 29911
1035 4258 70898 54870 520 29654
1036 4101 69693 56488 541 29377
1037 3973 68463 57958 552 29254
1038 3867 67142 59529 573 29089
1039 3796 65638 61255 601 28910
1040 3704 64106 62912 615 28863
1041 3622 62502 64483 628 28965
1042 3563 60931 65941 644 29121
1043 3469 59368 67319 648 29396
1044 3443 57687 68719 646 29705
1045 3390 56232 69998 646 29934
1046 3365 54589 71231 656 30359
1047 3348 53046 72277 679 30850
1048 3345 51439 73263 686 31467
1049 3317 49933 74230 695 32025
1050 3302 48325 75035 716 32822
1051 3276 46809 75795 728 33592
1052 3290 45313 76375 737 34485
1053 3275 43947 76829 742 35407
1054 3222 42662 77138 730 36448
1055 3202 41459 77352 726 37461
1056 3186 40278 77392 712 38632
1057 3201 39150 77284 719 39846
1058 3185 38087 77062 711 41155
1059 3189 37175 76684 697 42455
1060 3196 36375 76031 702 43896
1061 3206 35580 75334 719 45361
1062 3224 34798 74600 724 46854
1063 3193 34165 73688 736 48418
1064 3179 33740 72597 739 49945
1065 3121 33285 71633 733 51428
1066 3087 32874 70450 732 53057
1067 3052 32581 69251 744 54572
1068 3015 32348 67904 757 56176
1069 2948 32209 66460 756 57827
1070 2901 32108 65091 746 59354
1071 2842 32004 63581 762 61011
1072 2808 31933 62054 760 62645
1073 2739 32010 60380 786 64285
1074 2649 32145 58815 803 65788
1075 2560 32419 57245 823 67153
1076 2482 32730 55712 846 68430
1077 2416 33131 54071 869 69713
1078 2341 33527 52467 896 70969
1079 2246 34038 50896 919 72101
1080 2128 34701 49390 940 73041
1081 2059 35340 47891 984 73926
1082 1960 36128 46445 1023 74644
1083 1859 37012 45046 1073 75210
1084 1743 38015 43627 1138 75677
1085 1651 38987 42286 1215 76061
1086 1560 40081 41038 1281 76240
1087 1488 41270 39758 1355 76329
1088 1420 42490 38722 1428 76140
1089 1339 43667 37841 1525 75828
1090 1258 44976 36947 1634 75385
1091 1192 46322 36035 1729 74922
1092 1114 47573 35446 1848 74219
1093 1034 49021 34862 1975 73308
1094 986 50423 34330 2099 72362
1095 922 51933 33819 2235 71291
1096 855 53397 33422 2382 70144
1097 797 54820 33060 2565 68958
1098 740 56226 32807 2756 67671
1099 686 57677 32537 2939 66361
1100 637 59110 32356 3148 64949
1101 575 60501 32278 3379 63467
1102 536 61729 32285 3623 62027
1103 516 62948 32397 3927 60412
1104 482 64012 32635 4250 58821
1105 446 65128 32937 4550 57139
1106 414 66147 33335 4879 55425
1107 386 66997 33824 5206 53787
1108 361 67705 34321 5589 52224
1109 340 68212 34988 5988 50672
1110 327 68708 35627 6420 49118
1111 311 69102 36347 6828 47612
1112 299 69297 37238 7243 46123
1113 281 69216 38197 7730 44776
1114 267 69054 39210 8213 43456
1115 245 68695 40248 8697 42315
1116 239 68175 41467 9129 41190
1117 232 67570 42706 9598 40094
1118 218 66984 43825 10127 39046
1119 216 66137 45157 10610 38080
1120 198 65311 46531 11026 37134
1121 195 64129 47976 11543 36357
1122 182 62889 49635 12002 35492
1123 180 61645 51059 12481 34835
1124 177 60168 52588 12948 34319
1125 169 58580 54212 13393 33846
1126 168 56968 55855 13775 33434
1127 170 55357 57464 14145 33064
1128 171 53671 59105 14504 32749
1129 167 51904 60831 14809 32489
1130 166 50109 62453 15017 32455
1131 172 48408 64157 15103 32360
1132 172 46635 65687 15325 32381
1133 180 44987 67026 15489 32518
1134 182 43273 68447 15646 32652
1135 180 41469 69755 15795 33001
1136 188 39814 71027 15801 33370
1137 191 38192 72225 15792 33800
1138 197 36591 73257 15828 34327
1139 198 35104 74215 15745 34938
1140 196 33666 75041 15733 35564
1141 200 32239 75805 15669 36287
1142 205 30815 76417 15620 37143
1143 223 29630 76698 15577 38072
1144 229 28470 76990 15479 39032
1145 229 27260 77116 15323 40272
1146 246 26124 77290 15172 41368
1147 253 25138 77159 15107 42543
1148 252 24195 76929 15023 43801
1149 257 23346 76560 14931 45106
1150 267 22567 76116 14838 46412
1151 270 21834 75505 14687 47904
1152 286 21102 74786 14627 49399
1153 303 20473 73782 14604 51038
1154 311 19919 72842 14568 52560
1155 312 19410 71806 14566 54106
1156 324 19026 70602 14594 55654
1157 329 18597 69298 14589 57387
1158 345 18228 67895 14680 59052
1159 342 17933 66473 14828 60624
1160 336 17726 64867 15039 62232
1161 323 17450 63464 15209 63754
1162 326 17225 61950 15454 65245
1163 319 17109 60308 15714 66750
1164 320 17094 58695 16020 68071
1165 319 17087 56999 16371 69424
1166 321 17023 55459 16738 70659
1167 316 17091 53934 17134 71725
1168 319 17114 52316 17606 72845
1169 301 17244 50712 18090 73853
1170 294 17224 49213 18710 74759
1171 296 17324 47714 19331 75535
1172 292 17406 46344 20010 76148
1173 291 17568 44917 20806 76618
1174 291 17738 43615 21589 76967
1175 289 17832 42326 22488 77265
1176 285 17969 41154 23437 77355
1177 271 18111 40066 24423 77329
1178 256 18244 39120 25397 77183
1179 241 18384 38158 26453 76964
1180 244 18555 37249 27739 76413
1181 235 18621 36342 29075 75927
1182 232 18814 35598 30359 75197
1183 233 18939 34923 31879 74226
1184 226 18988 34331 33340 73315
1185 214 19095 33772 34851 72268
1186 218 19109 33328 36502 71043
1187 214 19111 32936 38100 69839
1188 211 19015 32650 39912 68412
1189 214 18964 32516 41654 66852
1190 213 18842 32405 43412 65328
1191 208 18718 32342 45108 63824
1192 206 18495 32332 46819 62348
1193 205 18246 32423 48625 60701
1194 198 17911 32592 50361 59138
1195 205 17520 32880 52124 57471
1196 201 17051 33243 53780 55925
1197 200 16651 33611 55513 54225
1198 202 16202 34182 57038 52576
1199 212 15667 34741 58578 51002
1200 217 15168 35346 59946 49523
1201 219 14603 36096 61181 48101
1202 223 13961 36865 62444 46707
1203 239 13385 37815 63451 45310
1204 241 12818 38800 64379 43962
1205 241 12289 39833 65195 42642
1206 248 11743 40820 65852 41537
1207 261 11167 42023 66352 40397
1208 275 10569 43275 66838 39243
1209 297 10000 44638 67083 38182
1210 311 9378 45985 67133 37393
1211 321 8827 47425 67004 36623
1212 346 8321 49011 66776 35746
1213 375 7803 50451 66450 35121
1214 409 7301 51966 66037 34487
1215 452 6872 53392 65490 33994
1216 490 6444 54952 64803 33511
1217 524 5998 56654 64012 33012
1218 561 5614 58172 63129 32724
1219 585 5295 59751 62076 32493
1220 625 4941 61457 60870 32307
1221 679 4581 63104 59618 32218
1222 709 4303 64630 58356 32202
1223 757 4007 66043 57060 32333
1224 806 3720 67403 55717 32554
1225 846 3468 68883 54171 32832
1226 894 3261 70009 52845 33191
1227 952 3060 71039 51425 33724
1228 1019 2849 72102 50070 34160
1229 1070 2628 73005 48738 34759
1230 1167 2438 73799 47328 35468
1231 1239 2294 74394 46030 36243
1232 1311 2157 75104 44579 37049
1233 1386 2012 75462 43409 37931
1234 1452 1885 75802 42171 38890
1235 1558 1769 75889 41134 39850
1236 1626 1660 75946 39897 41071
1237 1703 1558 75891 38813 42235
1238 1819 1480 75563 37870 43468
1239 1922 1407 75143 36929 44799
1240 2026 1339 74549 36113 46173
1241 2120 1280 73968 35252 47580
1242 2203 1233 73118 34499 49147
1243 2306 1182 72161 33848 50703
1244 2402 1126 71115 33315 52242
1245 2546 1082 69898 32794 53880
1246 2676 1061 68545 32364 55554
1247 2762 1027 67099 32101 57211
1248 2827 985 65678 31858 58852
1249 2902 948 64204 31714 60432
1250 2999 910 62680 31490 62121
1251 3070 888 61082 31586 63574
1252 3112 878 59489 31630 65091
1253 3148 876 57784 31691 66701
1254 3196 866 56084 31945 68109
1255 3264 856 54372 32219 69489
1256 3314 862 52677 32541 70806
1257 3366 862 51063 32961 71948
1258 3406 850 49420 33494 73030
1259 3424 847 47847 34026 74056
1260 3453 845 46199 34718 74985
1261 3476 841 44627 35459 75797
1262 3494 843 43210 36161 76492
1263 3497 856 41853 36971 77023
1264 3487 873 40529 37959 77352
1265 3489 891 39251 38865 77704
1266 3502 892 37975 40070 77761
1267 3503 894 36728 41378 77697
1268 3511 877 35599 42758 77455
1269 3484 882 34691 44141 77002
1270 3489 872 33797 45448 76594
1271 3514 875 32926 46815 76070
1272 3534 888 32175 48370 75233
1273 3545 922 31413 49927 74393
1274 3562 908 30866 51550 73314
1275 3565 903 30334 53184 72214
1276 3617 897 29778 54792 71116
1277 3620 890 29394 56472 69824
1278 3661 883 29105 57999 68552
1279 3747 877 28756 59735 67085
1280 3826 870 28585 61435 65484
1281 3940 857 28416 63059 63928
1282 4026 833 28355 64660 62326
1283 4170 805 28310 66117 60798
1284 4265 785 28344 67671 59135
1285 4377 761 28451 69127 57484
1286 4510 745 28618 70485 55842
1287 4670 728 28903 71823 54076
1288 4836 711 29282 72913 52458
1289 5056 682 29642 73989 50831
1290 5224 645 30148 74867 49316
1291 5450 622 30747 75659 47722
1292 5677 618 31323 76320 46262
1293 5980 595 31931 76877 44817
1294 6267 583 32535 77414 43401
1295 6576 550 33245 77700 42129
1296 6936 517 33966 77855 40926
1297 7330 491 34833 77770 39776
1298 7811 467 35589 77564 38769
1299 8308 437 36490 77158 37807
1300 8779 413 37419 76733 36856
1301 9343 397 38406 75992 36062
1302 9912 374 39343 75268 35303
1303 10504 348 40200 74489 34659
1304 11159 336 41186 73531 33988
1305 11823 325 42172 72388 33492
1306 12668 303 43079 71108 33042
1307 13485 294 43899 69794 32728
1308 14371 279 44729 68479 32342
1309 15283 266 45479 66989 32183
1310 16278 254 46172 65426 32070
1311 17370 236 46656 63946 31992
1312 18455 221 47193 62309 32022
1313 19630 209 47624 60651 32086
1314 20806 192 47907 59048 32247
1315 22006 192 48133 57344 32525
1316 23303 184 48242 55665 32806
1317 24606 171 48017 54020 33386
1318 25970 177 47656 52439 33958
1319 27277 169 47302 50839 34613
1320 28640 167 46760 49350 35283
1321 30042 162 46167 47815 36014
1322 31373 163 45509 46307 36848
1323 32736 156 44636 44888 37784
1324 34131 147 43594 43555 38773
1325 35440 145 42609 42228 39778
1326 36599 144 41521 40916 41020
1327 37598 140 40370 39754 42338
1328 38683 142 39071 38735 43569
1329 39809 155 37715 37653 44868
1330 40690 151 36380 36689 46290
1331 41420 157 34874 35901 47848
1332 42157 163 33549 35114 49217
1333 42683 167 31998 34546 50806
1334 43155 175 30531 33970 52369
1335 43590 176 28969 33473 53992
1336 43803 183 27522 33076 55616
1337 43914 188 26110 32725 57263
1338 43877 186 24706 32454 58977
1339 43728 199 23376 32193 60704
1340 43617 209 22033 32048 62293
1341 43339 216 20791 32027 63827
1342 42907 227 19580 32011 65475
1343 42260 235 18482 32175 67048
1344 41667 243 17397 32361 68532
1345 40899 248 16369 32677 70007
1346 40222 267 15357 33071 71283
1347 39559 279 14429 33452 72481
1348 38780 288 13554 33960 73618
1349 37983 312 12783 34602 74520
1350 37095 327 12018 35202 75558
1351 36354 338 11323 36015 76170
1352 35610 352 10690 36865 76683
1353 34782 365 10058 37737 77258
1354 34082 380 9533 38656 77549
1355 33322 396 9021 39666 77795
1356 32551 425 8569 40860 77795
1357 31877 444 8106 42083 77690
1358 31400 475 7670 43363 77292
1359 30660 501 7268 44669 77102
1360 30016 520 6906 46061 76697
1361 29498 529 6580 47456 76137
1362 28982 541 6316 48986 75375
1363 28535 557 6076 50557 74475
1364 28148 586 5899 52234 73333
1365 27733 605 5671 53967 72224
1366 27395 612 5475 55664 71054
1367 27240 634 5300 57219 69807
1368 27067 657 5198 58888 68390
1369 27006 664 5074 60589 66867
1370 27014 683 4961 62248 65294
1371 27102 699 4828 63873 63698
1372 27218 716 4747 65544 61975
1373 27403 738 4711 67007 60341
1374 27648 741 4654 68499 58658
1375 27976 760 4556 69962 56946
1376 28468 748 4491 71244 55249
1377 28923 760 4459 72512 53546
1378 29488 766 4416 73695 51835
1379 30116 752 4388 74649 50295
1380 30982 752 4366 75493 48607
1381 31685 756 4346 76297 47116
1382 32543 754 4361 76912 45630
1383 33579 734 4364 77270 44253
1384 34520 717 4357 77677 42929
1385 35572 719 4323 77832 41754
1386 36686 717 4390 77796 40611
1387 37928 714 4388 77774 39396
1388 39243 709 4370 77558 38320
1389 40661 716 4358 77250 37215
1390 42048 713 4387 76854 36198
1391 43544 711 4412 76265 35268
1392 45077 713 4384 75506 34520
1393 46744 721 4333 74566 33836
1394 48371 722 4360 73476 33271
1395 50024 716 4339 72319 32802
1396 51699 724 4295 71150 32332
1397 53467 750 4248 69730 32005
1398 55180 768 4177 68363 31712
1399 56994 786 4112 66901 31407
1400 58701 789 4036 65317 31357
1401 60383 802 3930 63739 31346
1402 61984 817 3818 62149 31432
1403 63455 825 3734 60585 31601
1404 65021 839 3622 58918 31800
1405 66478 862 3515 57341 32004
1406 67862 889 3420 55671 32358
1407 69338 916 3287 53924 32735
1408 70628 948 3164 52254 33206
1409 71683 1001 3014 50708 33794
1410 72685 1040 2871 49089 34515
1411 73517 1072 2739 47605 35267
1412 74256 1115 2616 46162 36051
1413 74966 1160 2495 44778 36801
1414 75370 1257 2379 43448 37746
1415 75787 1343 2262 42158 38650
1416 76041 1456 2113 40987 39603
